   1.5000000e+01   5.5524481e-01   6.1542253e-01   1.0000000e+00
   2.1000000e+01   7.7587071e-01   8.0922409e-01   1.0000000e+00
   2.5000000e+01   1.0000000e+00   9.4179806e-01   7.2174748e-01
   2.6000000e+01   5.6785557e-01   6.2359177e-01   1.0000000e+00
   6.3000000e+01   6.1524994e-01   6.6841302e-01   1.0000000e+00
   7.4000000e+01   1.0000000e+00   9.1937863e-01   6.2600538e-01
   9.8000000e+01   9.9726078e-01   9.9853427e-01   1.0000000e+00
   9.9000000e+01   1.0000000e+00   9.3528903e-01   6.8146551e-01
   1.0000000e+02   6.7380450e-01   7.2232520e-01   1.0000000e+00
   1.1400000e+02   7.3944216e-01   7.7501957e-01   1.0000000e+00
   1.5300000e+02   5.1732437e-01   5.8005020e-01   1.0000000e+00
   1.6300000e+02   1.0000000e+00   9.5940706e-01   7.9831144e-01
   1.6500000e+02   1.0000000e+00   9.0433675e-01   5.7808561e-01
   1.6800000e+02   1.0000000e+00   9.3249503e-01   6.4625018e-01
   1.8000000e+02   1.0000000e+00   9.4565702e-01   7.5113429e-01
   1.8800000e+02   1.0000000e+00   9.4521434e-01   7.3016749e-01
   1.9700000e+02   7.8912732e-01   8.1850537e-01   1.0000000e+00
   2.0500000e+02   5.7715962e-01   6.3133524e-01   1.0000000e+00
   2.1900000e+02   9.8059681e-01   9.8018416e-01   1.0000000e+00
   2.2000000e+02   5.6885171e-01   6.2639096e-01   1.0000000e+00
   2.3400000e+02   6.0328298e-01   6.5301241e-01   1.0000000e+00
   2.6500000e+02   1.0000000e+00   9.5020887e-01   7.5108465e-01
   2.6900000e+02   6.5973847e-01   7.1099402e-01   1.0000000e+00
   2.8500000e+02   1.0000000e+00   9.1780049e-01   6.0750615e-01
   3.2200000e+02   1.0000000e+00   9.5959366e-01   8.0552595e-01
   3.3400000e+02   1.0000000e+00   9.1968612e-01   6.4728514e-01
   3.3700000e+02   1.0000000e+00   8.6250930e-01   4.3542170e-01
   3.8200000e+02   1.0000000e+00   9.7903180e-01   9.1713812e-01
   4.0200000e+02   1.0000000e+00   9.3689753e-01   6.9938674e-01
   4.0300000e+02   6.5409729e-01   7.0529816e-01   1.0000000e+00
   4.3900000e+02   1.0000000e+00   8.4811986e-01   4.4204491e-01
   4.4000000e+02   1.0000000e+00   9.5314056e-01   7.5693962e-01
   4.4200000e+02   1.0000000e+00   9.4985825e-01   7.4187072e-01
   4.6100000e+02   1.0000000e+00   8.9583383e-01   5.2498536e-01
   4.7200000e+02   5.2605956e-01   5.8953611e-01   1.0000000e+00
   5.0900000e+02   1.0000000e+00   9.7773055e-01   9.1968632e-01
   5.2000000e+02   5.9833271e-01   6.5418467e-01   1.0000000e+00
   5.3900000e+02   1.0000000e+00   9.2901074e-01   6.6577555e-01
   5.4500000e+02   5.7094674e-01   6.2901013e-01   1.0000000e+00
   5.5300000e+02   6.5301790e-01   7.0651804e-01   1.0000000e+00
   5.6600000e+02   1.0000000e+00   9.6520986e-01   8.3877154e-01
   5.6900000e+02   7.4921533e-01   7.8718849e-01   1.0000000e+00
   5.8000000e+02   6.0000806e-01   6.5587162e-01   1.0000000e+00
   5.8500000e+02   1.0000000e+00   8.5565067e-01   4.3900747e-01
   5.9100000e+02   7.4310418e-01   7.8285187e-01   1.0000000e+00
   6.0300000e+02   1.0000000e+00   9.1035915e-01   6.0331433e-01
   6.1300000e+02   6.5269288e-01   7.0184736e-01   1.0000000e+00
   6.1700000e+02   1.0000000e+00   9.1906487e-01   6.2418707e-01
   6.2300000e+02   8.0111936e-01   8.2878096e-01   1.0000000e+00
   6.6900000e+02   6.0048419e-01   6.5597303e-01   1.0000000e+00
   6.7400000e+02   5.4483862e-01   6.0640249e-01   1.0000000e+00
   7.1800000e+02   5.7400132e-01   6.3294093e-01   1.0000000e+00
   7.8900000e+02   6.2037529e-01   6.7581149e-01   1.0000000e+00
   7.9400000e+02   1.0000000e+00   9.4170111e-01   7.2132183e-01
   8.0400000e+02   6.3075777e-01   6.8490034e-01   1.0000000e+00
   8.3400000e+02   1.0000000e+00   8.5383777e-01   3.9940902e-01
   8.5400000e+02   1.0000000e+00   9.8010150e-01   9.0552169e-01
   8.7400000e+02   1.0000000e+00   9.3065970e-01   6.7993203e-01
   8.9000000e+02   5.8417064e-01   6.4437726e-01   1.0000000e+00
   8.9700000e+02   6.5135725e-01   7.0254549e-01   1.0000000e+00
   9.1500000e+02   1.0000000e+00   9.8167214e-01   9.2787628e-01
   9.1800000e+02   1.0000000e+00   9.4698610e-01   7.3153246e-01
   9.3700000e+02   9.6958481e-01   9.7162176e-01   1.0000000e+00
   9.6900000e+02   1.0000000e+00   9.2997011e-01   6.5363631e-01
   9.9400000e+02   1.0000000e+00   9.5719530e-01   7.9058649e-01
   1.0040000e+03   1.0000000e+00   8.6019282e-01   4.0996000e-01
   1.0080000e+03   1.0000000e+00   9.7942689e-01   9.2086496e-01
   1.0170000e+03   8.8470943e-01   9.0211990e-01   1.0000000e+00
   1.0300000e+03   1.0000000e+00   9.6736658e-01   8.1746767e-01
   1.0380000e+03   5.6176581e-01   6.1994521e-01   1.0000000e+00
   1.0520000e+03   1.0000000e+00   8.8278255e-01   5.1892733e-01
   1.0840000e+03   1.0000000e+00   9.5342688e-01   8.2105728e-01
   1.0880000e+03   5.4894533e-01   6.0980824e-01   1.0000000e+00
   1.1220000e+03   5.4830703e-01   6.0992627e-01   1.0000000e+00
   1.1350000e+03   8.4537106e-01   8.6360481e-01   1.0000000e+00
   1.1360000e+03   1.0000000e+00   9.5230294e-01   7.8857280e-01
   1.1620000e+03   1.0000000e+00   8.5531519e-01   4.1210484e-01
   1.1750000e+03   1.0000000e+00   9.3064547e-01   6.8632887e-01
   1.2030000e+03   6.7534948e-01   7.2527005e-01   1.0000000e+00
   1.2080000e+03   1.0000000e+00   8.6124831e-01   4.3398412e-01
   1.2200000e+03   5.3023943e-01   5.9462341e-01   1.0000000e+00
   1.2310000e+03   1.0000000e+00   8.5957943e-01   4.3267448e-01
   1.3260000e+03   1.0000000e+00   9.3269536e-01   7.0267018e-01
   1.3360000e+03   1.0000000e+00   9.6605762e-01   8.1202521e-01
   1.3380000e+03   7.7214250e-01   8.0667190e-01   1.0000000e+00
   1.3460000e+03   1.0000000e+00   9.5107836e-01   7.5067679e-01
   1.3470000e+03   5.4960371e-01   6.1026669e-01   1.0000000e+00
   1.3730000e+03   1.0000000e+00   9.5348804e-01   7.4608453e-01
   1.3800000e+03   6.7720248e-01   7.2389290e-01   1.0000000e+00
   1.3890000e+03   6.3231035e-01   6.8484242e-01   1.0000000e+00
   1.3930000e+03   1.0000000e+00   8.7775495e-01   4.9501252e-01
   1.3940000e+03   7.3150542e-01   7.6982532e-01   1.0000000e+00
   1.4090000e+03   1.0000000e+00   9.4565107e-01   7.2761103e-01
   1.4110000e+03   1.0000000e+00   9.5351802e-01   7.6692785e-01
   1.4120000e+03   6.8666075e-01   7.3280137e-01   1.0000000e+00
   1.4270000e+03   1.0000000e+00   9.2164310e-01   6.4153119e-01
   1.4440000e+03   7.2478065e-01   7.6513654e-01   1.0000000e+00
   1.4640000e+03   1.0000000e+00   9.6213134e-01   7.8197614e-01
   1.4650000e+03   5.5699362e-01   6.1814525e-01   1.0000000e+00
   1.4730000e+03   6.5478332e-01   7.0631973e-01   1.0000000e+00
   1.4790000e+03   6.7180178e-01   7.1874725e-01   1.0000000e+00
   1.4810000e+03   1.0000000e+00   9.2859542e-01   6.8638990e-01
   1.5510000e+03   1.0000000e+00   8.8142829e-01   4.9769589e-01
   1.5600000e+03   7.3748721e-01   7.7499069e-01   1.0000000e+00
   1.5770000e+03   1.0000000e+00   8.7731663e-01   4.6279934e-01
   1.6170000e+03   5.2846414e-01   5.8970469e-01   1.0000000e+00
   1.6210000e+03   5.8406163e-01   6.4427004e-01   1.0000000e+00
   1.6280000e+03   1.0000000e+00   9.4124448e-01   6.9272362e-01
   1.6540000e+03   1.0000000e+00   8.7370608e-01   4.9581901e-01
   1.6660000e+03   6.5544269e-01   7.0686168e-01   1.0000000e+00
   1.6960000e+03   5.5656301e-01   6.1618557e-01   1.0000000e+00
   1.7050000e+03   5.6032005e-01   6.2043642e-01   1.0000000e+00
   1.7080000e+03   1.0000000e+00   9.7415337e-01   8.7366673e-01
   1.7130000e+03   6.0323884e-01   6.5900964e-01   1.0000000e+00
   1.7350000e+03   5.5437195e-01   6.1610398e-01   1.0000000e+00
   1.7560000e+03   5.0376895e-01   5.6804378e-01   1.0000000e+00
   1.7620000e+03   5.8160628e-01   6.3923826e-01   1.0000000e+00
   1.7650000e+03   5.3514588e-01   5.9742322e-01   1.0000000e+00
   1.7700000e+03   5.3877643e-01   5.9861073e-01   1.0000000e+00
   1.7890000e+03   5.2523563e-01   5.8896761e-01   1.0000000e+00
   1.7900000e+03   5.1698161e-01   5.8143842e-01   1.0000000e+00
   1.7910000e+03   5.4488688e-01   6.0587182e-01   1.0000000e+00
   1.8100000e+03   5.4458865e-01   6.0708221e-01   1.0000000e+00
   1.8110000e+03   5.1608519e-01   5.8031732e-01   1.0000000e+00
   1.8290000e+03   1.0000000e+00   9.7393577e-01   8.7019709e-01
   1.8340000e+03   1.0000000e+00   8.5351124e-01   4.3260121e-01
   1.8390000e+03   5.3422183e-01   5.9513392e-01   1.0000000e+00
   1.8550000e+03   5.0645203e-01   5.6922396e-01   1.0000000e+00
   1.8620000e+03   1.0000000e+00   9.3150138e-01   6.5717005e-01
   1.8650000e+03   7.0862016e-01   7.5195600e-01   1.0000000e+00
   1.8760000e+03   5.4669877e-01   6.0868083e-01   1.0000000e+00
   1.8790000e+03   5.4306354e-01   6.0265167e-01   1.0000000e+00
   1.8920000e+03   5.2874065e-01   5.9160347e-01   1.0000000e+00
   1.8990000e+03   5.0777587e-01   5.7266451e-01   1.0000000e+00
   1.9280000e+03   5.3640360e-01   5.9823377e-01   1.0000000e+00
   1.9310000e+03   5.1391600e-01   5.7743909e-01   1.0000000e+00
   1.9370000e+03   6.5935037e-01   7.0901180e-01   1.0000000e+00
   1.9480000e+03   5.2416448e-01   5.8673266e-01   1.0000000e+00
   1.9520000e+03   5.1972074e-01   5.8332207e-01   1.0000000e+00
   1.9560000e+03   5.5300131e-01   6.1340760e-01   1.0000000e+00
   1.9830000e+03   8.8652044e-01   9.0490079e-01   1.0000000e+00
   1.9960000e+03   4.9836332e-01   5.6206392e-01   1.0000000e+00
   1.9980000e+03   6.3855516e-01   6.9292490e-01   1.0000000e+00
   2.0040000e+03   5.3538331e-01   5.9744462e-01   1.0000000e+00
   2.0200000e+03   6.7025179e-01   7.2027725e-01   1.0000000e+00
   2.0350000e+03   1.0000000e+00   9.5036980e-01   7.4304424e-01
   2.0400000e+03   1.0000000e+00   9.2598487e-01   6.5563434e-01
   2.0560000e+03   5.3553150e-01   5.9763554e-01   1.0000000e+00
   2.0950000e+03   5.6014204e-01   6.1792066e-01   1.0000000e+00
   2.1060000e+03   5.2856558e-01   5.9096997e-01   1.0000000e+00
   2.1200000e+03   1.0000000e+00   9.3694845e-01   6.7146143e-01
   2.1280000e+03   5.5580757e-01   6.1636060e-01   1.0000000e+00
   2.1550000e+03   6.0865879e-01   6.6255525e-01   1.0000000e+00
   2.2270000e+03   1.0000000e+00   9.0638618e-01   5.7012099e-01
   2.2440000e+03   5.7215038e-01   6.3074546e-01   1.0000000e+00
   2.2600000e+03   1.0000000e+00   9.0954383e-01   5.7649333e-01
   2.2820000e+03   5.2075803e-01   5.8483715e-01   1.0000000e+00
   2.2940000e+03   5.1354415e-01   5.7860911e-01   1.0000000e+00
   2.2960000e+03   1.0000000e+00   9.6893570e-01   8.3150278e-01
   2.3260000e+03   6.7449460e-01   7.2146206e-01   1.0000000e+00
   2.3430000e+03   5.4671132e-01   6.0719865e-01   1.0000000e+00
   2.3610000e+03   5.3179021e-01   5.9395482e-01   1.0000000e+00
   2.4210000e+03   5.9240664e-01   6.5011449e-01   1.0000000e+00
   2.4290000e+03   1.0000000e+00   9.3930772e-01   7.1310043e-01
   2.4350000e+03   6.0337440e-01   6.5738455e-01   1.0000000e+00
   2.4430000e+03   1.0000000e+00   9.1289980e-01   5.9710249e-01
   2.4510000e+03   5.5608332e-01   6.1563230e-01   1.0000000e+00
   2.4730000e+03   1.0000000e+00   9.0337975e-01   5.2588054e-01
   2.4780000e+03   1.0000000e+00   9.1781907e-01   6.3036485e-01
   2.4800000e+03   1.0000000e+00   8.7948199e-01   5.2308396e-01
   2.4840000e+03   8.6362448e-01   8.8403180e-01   1.0000000e+00
   2.4910000e+03   5.7141329e-01   6.3150073e-01   1.0000000e+00
   2.5330000e+03   1.0000000e+00   8.7931428e-01   5.2807988e-01
   2.5500000e+03   7.0105832e-01   7.4594882e-01   1.0000000e+00
   2.5530000e+03   1.0000000e+00   9.2561838e-01   6.3449548e-01
   2.5640000e+03   7.7244585e-01   8.0182999e-01   1.0000000e+00
   2.5710000e+03   5.1705184e-01   5.8271559e-01   1.0000000e+00
   2.5900000e+03   8.1069257e-01   8.3707159e-01   1.0000000e+00
   2.6090000e+03   1.0000000e+00   8.5407003e-01   4.1665420e-01
   2.6180000e+03   5.1838423e-01   5.8165335e-01   1.0000000e+00
   2.6190000e+03   5.3359668e-01   5.9518393e-01   1.0000000e+00
   2.6460000e+03   1.0000000e+00   8.4793725e-01   3.8588796e-01
   2.6530000e+03   5.7369562e-01   6.3698220e-01   1.0000000e+00
   2.6570000e+03   5.5376183e-01   6.1405297e-01   1.0000000e+00
   2.6930000e+03   9.9836939e-01   1.0000000e+00   9.8763903e-01
   2.7360000e+03   1.0000000e+00   9.5910613e-01   8.1115622e-01
   2.7730000e+03   1.0000000e+00   8.5979964e-01   4.2018183e-01
   2.7820000e+03   5.3246540e-01   5.9167663e-01   1.0000000e+00
   2.8030000e+03   1.0000000e+00   9.7854960e-01   9.0949355e-01
   2.8270000e+03   5.7126360e-01   6.3420448e-01   1.0000000e+00
